Test_Type,Real_Avg_Time,Sim_Avg_Time,Speed_Ratio,Real_Max_Time,Sim_Max_Time,Real_Std_Dev,Sim_Std_Dev,Improvement_Potential_Percent
Joint Movements (MoveJ),0.5933752655982971,0.001956045627593994,303.3545113812963,2.0090837478637695,0.002401113510131836,0.33374292575028297,0.00014689148167849314,99.67035268556033
Cartesian Movements (MoveL),1.6748169183731079,0.0019459962844848634,860.6475416865757,12.720944166183472,0.002209901809692383,3.305113853431554,0.00010774298614126236,99.88380841731794
Motion Status Checks,8.213520050048828e-05,1.4009475708007812e-05,5.8628318584070795,0.0002048015594482422,3.409385681152344e-05,3.964519597084015e-05,7.511443078201824e-06,82.9433962264151
