test_type,avg_time,max_time,min_time,std_dev,sample_count
"['Joint Movements (MoveJ)', 'Cartesian Movements (MoveL)', 'Motion Status Checks']","[np.float64(0.001956045627593994), np.float64(0.0019459962844848634), np.float64(1.4009475708007812e-05)]","[np.float64(0.002401113510131836), np.float64(0.002209901809692383), np.float64(3.409385681152344e-05)]","[np.float64(0.0018243789672851562), np.float64(0.0017957687377929688), np.float64(3.337860107421875e-06)]","[np.float64(0.00014689148167849314), np.float64(0.00010774298614126236), np.float64(7.511443078201824e-06)]","[20, 20, 50]"
